transaction_id,timestamp,amount,category,location,merchant_id,client_id,prediction_score,is_alerted,model_version
8ffa9afa1690cd1c8ff9035a195fc10f_1774285831,2026-03-23 17:10:31.310195,75.72,health_fitness,"Atlantic, VA","fraud_Hills, Hegmann and Schaefer",4446368897795790,,,
1d2ee62ad83f4d1ab01f5a2c0edc303c_1774285829,2026-03-23 17:10:29.859047,9.36,misc_net,"Mulberry Grove, IL",fraud_Kuphal-Predovic,371226440126102,,,
05238530a676ee36e5be3eb5d8db503e_1774285828,2026-03-23 17:10:28.557841,76.09,health_fitness,"Helm, CA",fraud_Romaguera Ltd,630484879808,,,
0fb09c554ac39b320a9f2ec2e4cc0b70_1774285826,2026-03-23 17:10:26.924827,59.52,gas_transport,"Acworth, NH",fraud_Sporer Inc,38199021865320,,,
0af045d8a5b4ae876b90f72ea496a6b6_1774285748,2026-03-23 17:09:08.788296,376.65,shopping_net,"Milford, OH","fraud_Gottlieb, Considine and Schultz",3518669219150142,,,
c34d54679b7def6826bb62fa16614a16_1774285747,2026-03-23 17:09:07.868358,73.69,grocery_pos,"Washington, DC",fraud_Rau and Sons,374125201044065,,,
4e361e5a84b0824498f562737bdfd87a_1774285746,2026-03-23 17:09:06.844514,3.16,shopping_pos,"Hopewell, VA",fraud_Beier-Hyatt,3592325941359225,,,
ec900cc235361b5b789058a7973badc0_1774285745,2026-03-23 17:09:05.927792,51.45,grocery_net,"Thida, AR",fraud_Smitham-Schiller,30273037698427,,,
aea96ff12b43c2e3dc739a87fb87398b_1774285744,2026-03-23 17:09:04.445075,45.52,gas_transport,"Birmingham, IA","fraud_Stroman, Hudson and Erdman",3596217206093829,,,
38311597016ca0900275ca73adbd2652_1774285690,2026-03-23 17:08:10.509941,87.65,health_fitness,"Superior, AZ",fraud_Fadel Inc,36722699017270,,,
72a52a4afef6b79b4d6db78ffa03f62f_1774285689,2026-03-23 17:08:09.604867,46.12,gas_transport,"Oakdale, NY",fraud_Schmitt Inc,6523180720198790,,,
946b1e230c0efaf0ba9a5b230e1a9813_1774285688,2026-03-23 17:08:08.507863,2.58,food_dining,"Elberta, MI",fraud_Kihn-Fritsch,571365235126,,,
3d25b45a6f3f5400e015f01e708c91dd_1774285686,2026-03-23 17:08:06.800376,48.55,gas_transport,"High Rolls Mountain Park, NM",fraud_Schmitt Inc,3514865930894695,,,
8049e0b76ef345308e0b09ce38c361dd_1774285685,2026-03-23 17:08:05.252875,45.71,personal_care,"Tyler, TX",fraud_Osinski Inc,6506116513503136,,,
82c4533a6b5508891e0528dc67fd0820_1774285629,2026-03-23 17:07:09.188931,46.32,gas_transport,"Milwaukee, WI",fraud_Emard Inc,213191402330021,,,
5d115d68444fb142f3dc00446f5390f7_1774285628,2026-03-23 17:07:08.167287,68.51,gas_transport,"Bonfield, IL",fraud_Kuvalis Ltd,3517527805128735,,,
356ef153a15938f21d20ab188845a5fa_1774285627,2026-03-23 17:07:07.006470,117.7,kids_pets,"Burbank, WA",fraud_Cartwright PLC,6011724471098086,,,
2c26a3e7bd946a91158415503f7d7362_1774285625,2026-03-23 17:07:05.972851,6.94,misc_pos,"Vanderbilt, PA",fraud_Haley Group,4279161831637,,,
6d8835d64fd084f1ff5b76739f59fc87_1774285624,2026-03-23 17:07:04.884353,7.82,entertainment,"Humboldt, AZ","fraud_Runolfsdottir, Mueller and Hand",213136802746375,,,
9cd3e54b07042bb526e611137f5fd2bb_1774285572,2026-03-23 17:06:12.666803,108.45,health_fitness,"Winger, MN",fraud_Dietrich-Fadel,30175986190993,,,
84ed017f14bee93333847a97bda16cb2_1774285571,2026-03-23 17:06:11.129430,101.65,gas_transport,"Carlisle, IN","fraud_Zieme, Bode and Dooley",3565423334076143,,,
b6744b6a177067e06ef902b118903d22_1774285570,2026-03-23 17:06:10.005994,62.53,kids_pets,"Jermyn, PA",fraud_Bode-Schuster,30442439074871,,,
1574be9bad9055605e9e49dfd606ac81_1774285568,2026-03-23 17:06:08.820358,498.6,travel,"Egan, LA",fraud_Johnston-Casper,4683638447911,,,
afd72173c6f18157d4a3c517f963a63d_1774285567,2026-03-23 17:06:07.686508,30.57,misc_net,"Eugene, OR",fraud_Corwin-Gorczany,378278619832195,,,
6070ab62572eff00062f02fb2259eef3_1774285509,2026-03-23 17:05:09.816236,29.44,personal_care,"Cascade Locks, OR",fraud_Abbott-Steuber,630469040731,,,
c72a31bddf1c8198b5018335532ee032_1774285508,2026-03-23 17:05:08.459732,111.22,kids_pets,"Valentine, NE","fraud_Metz, Russel and Metz",4260059589824237,,,
8e1b52c9308b11fed6c9bce08467f1e7_1774285507,2026-03-23 17:05:07.336819,8.98,shopping_pos,"Palmyra, NY","fraud_Goyette, Howell and Collier",374821819075109,,,
adbad4f9e55cf3fe3b804f888c79892b_1774285506,2026-03-23 17:05:06.217466,9.45,misc_net,"Uledi, PA","fraud_Kerluke, Considine and Macejkovic",4512828414983801773,,,
154fc9345582d5b58b7c5b41f3546bc0_1774285504,2026-03-23 17:05:04.841924,88.23,shopping_net,"West Green, GA","fraud_Baumbach, Feeney and Morar",4208110975550360171,,,
7e1c6c283573d44f641895fc6f999842_1774285450,2026-03-23 17:04:10.198525,39.02,food_dining,"Spirit Lake, ID",fraud_Schulist Ltd,3582402971899057,,,
71624d3e6d261c4be073af07d6e9bd19_1774285448,2026-03-23 17:04:08.931850,126.57,misc_pos,"Clarks Mills, PA",fraud_Turcotte-Halvorson,6538441737335434,,,
f4ba5315f952090a771b400f0f4efba5_1774285448,2026-03-23 17:04:08.045221,5.14,shopping_net,"Newhall, CA",fraud_Auer-West,3566094707272327,,,
c45814a7fa9fffc6777d58c59fb4e290_1774285446,2026-03-23 17:04:06.939496,20.52,personal_care,"Esbon, KS",fraud_Kautzer and Sons,676372984911,,,
542034e9ba53d0dd7fb346633254e5df_1774285445,2026-03-23 17:04:05.561005,72.16,health_fitness,"Meadville, MO",fraud_Greenholt Ltd,376028110684021,,,
44d602d627223ed3f55fd4c65a97e666_1774285392,2026-03-23 17:03:12.244068,19.77,home,"Orient, NY",fraud_Reilly LLC,4725673654161314,,,
769a9e82d2a0abaf533324c921102983_1774285390,2026-03-23 17:03:10.717205,114.52,kids_pets,"Saint Amant, LA","fraud_Pouros, Walker and Spencer",4861310130652566408,,,
857487d3f2fd8b46c3dbb83366863ba0_1774285388,2026-03-23 17:03:08.455972,244.33,kids_pets,"Mount Perry, OH",fraud_Schoen-Quigley,4128027264554082,,,
e2e45f0b36ee82ce77d95605dbec82b8_1774285387,2026-03-23 17:03:07.335185,96.92,grocery_pos,"Manderson, SD",fraud_Vandervort-Funk,2720012583106919,,,
2cd11b509036f396a8cd85b02fdf2d92_1774285385,2026-03-23 17:03:05.796846,94.15,grocery_pos,"Powell, TN","fraud_Schumm, Bauch and Ondricka",377654590313960,,,
98412df6943e8eab83517d0110529e45_1774285329,2026-03-23 17:02:09.783442,4.46,misc_net,"New York City, NY",fraud_Kerluke Inc,2288813824604479,,,
d0ff10a09dfbd41da1acf0ec48da9469_1774285328,2026-03-23 17:02:08.862101,138.3,grocery_pos,"Barnstable, MA",fraud_Kilback LLC,4826655832045236,,,
3e70c72a44244a6f3addb5162c0cfaa8_1774285327,2026-03-23 17:02:07.424116,62.2,home,"Belgrade, MT",fraud_Lynch-Wisozk,5359543825610251,,,
405ea1497e0ee77ccb53fa58e1f0b952_1774285326,2026-03-23 17:02:06.103246,8.32,food_dining,"Warren, MI",fraud_Bahringer-Streich,2512312531485080,,,
c0f46a0c2b7c9c843a33d435c0180c40_1774285325,2026-03-23 17:02:05.049668,5.03,shopping_net,"Gadsden, AL","fraud_Reichert, Rowe and Mraz",213161231269724,,,
684b2992f70b7681912b34177afe3289_1774285269,2026-03-23 17:01:09.987015,127.37,misc_pos,"Westerville, NE",fraud_Williamson LLC,4979422371139333,,,
358087df9a6812e57356960ae448acdf_1774285268,2026-03-23 17:01:08.646613,18.21,kids_pets,"Arcadia, SC","fraud_Roberts, Daniel and Macejkovic",38530489946071,,,
43e2810a511c50732b7c08dcd9284213_1774285267,2026-03-23 17:01:07.437968,40.14,home,"Phenix City, AL",fraud_Beier and Sons,4809701904914,,,
fe03bce6ed371a2fe81ff3c1f6821af9_1774285266,2026-03-23 17:01:06.103243,1.92,shopping_pos,"Mulberry Grove, IL",fraud_Kuhn LLC,371226440126102,,,
49ae2fc0456fe5ee484af8187b55511d_1774285265,2026-03-23 17:01:05.039138,98.33,health_fitness,"Gainesville, TX",fraud_Heller PLC,4756039869079882102,,,
e69eb32585806d7be5c3771e7b852285_1774285211,2026-03-23 17:00:11.105331,3.78,home,"Hurricane, WV",fraud_Medhurst Inc,4069975342931683,,,
792c081654857ed2dd26657a3d0f18ac_1774285210,2026-03-23 17:00:10.280939,45.59,kids_pets,"Orr, MN",fraud_Bode-Schuster,4365382885912355,,,
c9a2626fda62a216855bf171aa6e8189_1774285208,2026-03-23 17:00:08.723310,67.93,gas_transport,"Unionville, MO",fraud_Sporer Inc,3565196229855512,,,
ed64ffb070e5f7c84669057d5f2d7d86_1774285207,2026-03-23 17:00:07.929389,54.7,food_dining,"Benton, WI","fraud_Reinger, Weissnat and Strosin",6564459919350820,,,
36d89a98de73b30fd159796f5306eec6_1774285206,2026-03-23 17:00:06.268619,7.44,misc_net,"Barneveld, NY",fraud_Mante Group,3533012926413100,,,
76b876c9eca41b24c8ce08fd971be597_1774285151,2026-03-23 16:59:11.652504,97.01,home,"Cranks, KY",fraud_Collier LLC,4707867759656333,,,
79da9637082eccee19ac873b333cf5ba_1774285150,2026-03-23 16:59:10.912036,93.69,grocery_pos,"Utica, PA","fraud_Schoen, Kuphal and Nitzsche",4610050989831291,,,
16b25b63c5d9bd38c23188aa792bb9e0_1774285149,2026-03-23 16:59:09.477968,89.6,gas_transport,"Waukesha, WI","fraud_Eichmann, Bogan and Rodriguez",4428780983793657331,,,
a621861f2223b90a905abac949cab1eb_1774285148,2026-03-23 16:59:08.700871,1.31,misc_pos,"Breesport, NY",fraud_Kemmer-Buckridge,30407675418785,,,
6eb349f1e33027fb5e694c26b0e8692e_1774285147,2026-03-23 16:59:07.070495,84.22,personal_care,"Bolivar, PA",fraud_Monahan-Morar,3586955669388457,,,
7a1e0c60630b641e873d9e15f2619fa6_1774285092,2026-03-23 16:58:12.331096,106.02,misc_net,"Deane, KY",fraud_McGlynn-Heathcote,4260128500325,,,
230d945c60c54767e1e8259f7a45bad3_1774285091,2026-03-23 16:58:11.398934,50.31,kids_pets,"Du Pont, GA","fraud_Romaguera, Wehner and Tromp",4879265611163287,,,
035d997a5860027c19bb578e299493c8_1774285090,2026-03-23 16:58:10.614024,1.49,personal_care,"Dallas, TX",fraud_Erdman-Schaden,4255397449664185994,,,
292447de6979b145651d1b9bd726287f_1774285089,2026-03-23 16:58:09.154886,11.28,misc_net,"Turner, MT",fraud_Kerluke PLC,4710826438164847414,,,
42d592c0f6b2b763568fc5e9a0b004b8_1774285087,2026-03-23 16:58:07.937362,47.49,entertainment,"Pueblo, CO",fraud_Upton PLC,676309913934,,,
e65af854c96b09156822de3c9dd39ccc_1774285030,2026-03-23 16:57:10.429528,68.67,entertainment,"Mount Saint Joseph, OH",fraud_Upton PLC,4223708906367574214,,,
f5f1cb85cc1509f428940208d81676f2_1774285029,2026-03-23 16:57:09.243910,213.56,grocery_pos,"Napa, CA",fraud_Vandervort-Funk,676102124465,,,
db63d2fe456db24c9b0facb423d4e92a_1774285027,2026-03-23 16:57:07.913464,15.72,shopping_net,"Vero Beach, FL",fraud_Kozey-Boehm,3524574586339330,,,
b5042324f682aeda84909e98d71eeb78_1774285027,2026-03-23 16:57:07.099769,54.99,kids_pets,"Drakes Branch, VA",fraud_Gottlieb Group,6011104316292105,,,
7bdf4cdafd0724765877131ce3330472_1774285025,2026-03-23 16:57:05.447662,81.65,grocery_pos,"Tampa, FL","fraud_Schoen, Kuphal and Nitzsche",4467456915153312231,,,
b64f871693feb8bab9b6ad73775f9570_1774284970,2026-03-23 16:56:10.770545,6.92,misc_pos,"Lomax, IL",fraud_Kemmer-Buckridge,30270432095985,,,
e55311bc9f6c002a570d59464a748a5b_1774284968,2026-03-23 16:56:08.934629,487.64,travel,"Atlantic, VA",fraud_Romaguera and Sons,4446368897795790,,,
1bd4e65ad583f0706cfe123885c24fd8_1774284967,2026-03-23 16:56:07.990682,79.88,gas_transport,"Centerview, MO",fraud_Mraz-Herzog,3575789281659026,,,
3b8605f9c3b964c8be189ac78fcf2b49_1774284966,2026-03-23 16:56:06.393423,361.96,misc_net,"Surrency, GA",fraud_Hamill-Daugherty,4509142395811241,,,
7d26da1507248aa9d3a5d712a6dcca38_1774284965,2026-03-23 16:56:05.360872,13.14,entertainment,"Red River, NM",fraud_Kilback and Sons,4181833256558613886,,,
2144b9c90cec0ccc3dd81cc5d324c31e_1774284914,2026-03-23 16:55:14.148778,67.52,grocery_pos,"Brunson, SC",fraud_Bailey-Morar,3527536963490470,,,
4a9dfbf995c967c4e22ed7a9f0c2b587_1774284913,2026-03-23 16:55:13.329327,25.26,entertainment,"Scotts Mills, OR","fraud_Schaefer, Fay and Hilll",676118385837,,,
ebb59d54d803d7c66eda89391f923d3d_1774284911,2026-03-23 16:55:11.897092,24.56,kids_pets,"Omaha, NE",fraud_Barton LLC,3598634130286287,,,
d4f4b0772c017b5b9c0e5601fbf948a2_1774284910,2026-03-23 16:55:10.799515,50.46,gas_transport,"Auburn, ME","fraud_Connelly, Reichert and Fritsch",377550167323848,,,
9a5d1901bb247c5fc48ca52e37added1_1774284909,2026-03-23 16:55:09.406445,61.86,gas_transport,"Ruidoso, NM",fraud_Mraz-Herzog,4427805710168,,,
19bbaf3002a8087ef9a3db20c0865859_1774284858,2026-03-23 16:54:18.856551,39.95,kids_pets,"Riverview, MI",fraud_Gottlieb Group,676326610042,,,
fd63c57b7f08aea38e78a85bab57f8b0_1774284857,2026-03-23 16:54:17.419194,64.6,food_dining,"Oklahoma City, OK",fraud_Runte-Mohr,4390966588600992777,,,
1e22963836aca7abb3ec3563e56a421b_1774284856,2026-03-23 16:54:16.398362,20.23,health_fitness,"Rule, TX",fraud_Reilly and Sons,213175487106448,,,
c8f4a3305884c51cd08597b970edfbe7_1774284855,2026-03-23 16:54:15.020082,65.31,grocery_pos,"Oconto Falls, WI",fraud_Kiehn Inc,377993105397617,,,
7f14da1236d88416faf2c26f025fb344_1774284846,2026-03-23 16:54:06.699527,85.86,gas_transport,"Whittemore, IA","fraud_Zieme, Bode and Dooley",6597248210463122,0.006669210270047188,False,tabpfn-v2
4de15d90b8a720f6c094290c5419980b_1774284816,2026-03-23 16:53:36.878710,2.16,misc_pos,"Espanola, NM",fraud_Gutmann-Upton,4536996888716062123,3.331788320792839e-05,False,tabpfn-v2
6c427bd6e7a615a34d956eec66b90984_1774284809,2026-03-23 16:53:29.143894,47.9,kids_pets,"Tampa, FL",fraud_Bode-Schuster,4467456915153312231,1.448371767764911e-05,False,tabpfn-v2
1a390ff9969163d017a55bcda4869c21_1774284800,2026-03-23 16:53:20.903150,72.88,gas_transport,"Moriarty, NM",fraud_Corwin-Collins,4561546772499,0.0048144785687327385,False,tabpfn-v2
05071e9f1ccd8df6fa2d48ea14c6d3ae_1774284793,2026-03-23 16:53:13.666983,126.05,food_dining,"Mount Hope, AL",fraud_Volkman PLC,3560318482131952,0.09087580442428589,False,tabpfn-v2
ecfd9b649e7e0b6b5e8626dfeda39581_1774284785,2026-03-23 16:53:05.762106,6.17,shopping_pos,"Plantersville, AL",fraud_Friesen Inc,3523843138706408,2.0741985281347297e-05,False,tabpfn-v2
1e394317ad6f542b4dca86c5be4059f0_1774284759,2026-03-23 16:52:39.558277,58.12,home,"Cromona, KY",fraud_Beier and Sons,4319584480204988982,6.020033197273733e-06,False,tabpfn-v2
ce2bb8cfd291ab0894f3bf61823c161c_1774284752,2026-03-23 16:52:32.060408,25.99,home,"Manville, WY",fraud_Kutch-Wilderman,2235613922823698,3.927791476598941e-05,False,tabpfn-v2
b726a4663f8b0ba6a1a962977d9e6a08_1774284744,2026-03-23 16:52:24.314326,46.46,kids_pets,"Belmont, NH",fraud_Gottlieb Group,30546453310167,2.0086363292648457e-05,False,tabpfn-v2
a333595bf69cb1ece9707212cf1fe14f_1774284736,2026-03-23 16:52:16.191717,7.71,misc_pos,"Manville, WY",fraud_Halvorson Group,2235613922823698,0.00018593191634863615,False,tabpfn-v2
85dcf0b3119134cafc06c5a1d6858270_1774284728,2026-03-23 16:52:08.558515,150.12,kids_pets,"Mount Morris, NY",fraud_Goyette-Gerhold,2269768987945882,2.1218802430666983e-05,False,tabpfn-v2
84f86b6eb195ecd6a0fb2c0812fb62e1_1774284713,2026-03-23 16:51:53.002966,15.16,entertainment,"Key West, FL","fraud_Fadel, Mertz and Rippin",4906628655840914250,1.1324754268571269e-05,False,tabpfn-v2
3c0c38880e580285790b99dd16c729af_1774284705,2026-03-23 16:51:45.397534,28.34,food_dining,"Orient, NY","fraud_Reinger, Weissnat and Strosin",4725673654161314,2.3185670215752907e-05,False,tabpfn-v2
2e341f7e099fb96148a28cc6a8818419_1774284697,2026-03-23 16:51:37.807660,5.23,home,"Milford, OH",fraud_White and Sons,3518669219150142,2.1457211914821528e-05,False,tabpfn-v2
7499c98a5981657ef8e8f19a4f72d9e0_1774284690,2026-03-23 16:51:30.236219,35.12,misc_pos,"Doe Hill, VA",fraud_Simonis-Prohaska,375534208663984,0.003480692161247134,False,tabpfn-v2
d5da69c3734b4ba9346cad2403a72ebe_1774284682,2026-03-23 16:51:22.110122,126.73,food_dining,"Ash Flat, AR",fraud_Runte-Mohr,4502539526809429801,0.08257552981376648,False,tabpfn-v2
69f36f7fa1f8b27065cb5856cde94bf3_1774284667,2026-03-23 16:51:07.309509,45.94,home,"Center Point, WV","fraud_Denesik, Powlowski and Pouros",676298633337,5.841221081936965e-06,False,tabpfn-v2
5fd51390e7a1153bd48cb546cf88e208_1774284659,2026-03-23 16:50:59.802581,75.46,personal_care,"Fort Washakie, WY",fraud_Schiller Ltd,571465035400,0.00010989888687618077,False,tabpfn-v2
2461e2c8b09df03b3de24f08d6be5052_1774284650,2026-03-23 16:50:50.632929,28.0,health_fitness,"Ratcliff, TX",fraud_Schroeder Group,4128730454058057622,0.0014829366700723767,False,tabpfn-v2
f66496c83df1992278e0d0dca8e2cd71_1774284643,2026-03-23 16:50:43.085226,15.61,food_dining,"Hudson, KS",fraud_Kuphal-Toy,4259996134423,3.1351060897577554e-05,False,tabpfn-v2
a0f50845054310641e4899a7b9cb6766_1774284635,2026-03-23 16:50:35.379062,199.99,entertainment,"Burbank, WA",fraud_Stark-Batz,6011724471098086,2.9741831895080395e-05,False,tabpfn-v2
5504ab9a08834ae7ec3a9ea4e20afefc_1774284620,2026-03-23 16:50:20.323721,91.0,grocery_pos,"Athena, OR",fraud_Murray-Smitham,213178850083780,0.00013647601008415222,False,tabpfn-v2
7847aa75bbc10b43a28d0faaa6872872_1774284612,2026-03-23 16:50:12.801107,97.65,food_dining,"Moulton, IA","fraud_Schumm, McLaughlin and Carter",2305336922781618,0.0003102378104813397,False,tabpfn-v2
ea979bc3fc26e9f9ea452c51f3e8bee3_1774284605,2026-03-23 16:50:05.233240,55.47,kids_pets,"Big Creek, KY",fraud_Pacocha-Weissnat,349612764943496,1.4006894161866512e-05,False,tabpfn-v2
c58cc08c2ba95f373bc054133c102c97_1774284597,2026-03-23 16:49:57.885685,54.29,kids_pets,"Barneveld, NY",fraud_Schimmel-Olson,3533012926413100,8.82140921021346e-06,False,tabpfn-v2
6607413e8b5488173e7739b256e351ba_1774284590,2026-03-23 16:49:50.210015,152.75,home,"Newark Valley, NY",fraud_Wuckert-Goldner,4342532437704183,6.532242696266621e-05,False,tabpfn-v2
